Category ID,Label,Most Correlated,Least Correlated
1838,soundtracks,sound,input output
1840,soups & stews,sources,software
1872,south (usa),southwest,car
1841,south africa,south african,study
1842,south america,south america,games
1843,south american cuisine,south america,real
1844,south asia,south asia,food
1845,south asian cuisine,asian,input output
1846,south asian music,asian,input output
1847,south asians & diaspora,south asia,hotels
1848,south australia,south australia,map
1849,south brazil,south,input output
1850,south carolina,south carolina,furniture
1851,south central china,china,input output
1852,south chungcheong,coast,input output
1853,south dakota,south dakota,capital
1859,south east england,east england,input output
1862,south east france,south east,input output
1867,south florida metro,south france,hotel
1868,south gyeongsang,travels,input output
1869,south india,south india,video
1870,south jeolla,jersey,input output
1871,south korea,south korea,shirts
1874,south west england,west england,input output
1876,south west france,southwest,input output
1854,southeast asia,southeast asia,game
1855,southeast asian cuisine,southeast,input output
1856,southeast asians & pacific islanders,southeast asia,food
1857,southeast brazil,south east,input output
1858,southeast china,southeast,input output
1860,southeastern anatolia,eastern,input output
1861,southeastern europe,southeast,input output
1863,southern africa,southern africa,news
1864,southern california,southern california,inclusive
1865,southern florida,southern,care
1866,southern thailand,southern,hotels
1877,southwest (usa),space,china
1873,southwest china,southwest,input output
1875,southwestern ontario,southwest,input output
1878,space technology,spa,film
1879,spain,spain,pictures
1880,spam & email filtering,spam,free
1881,spanish cuisine,spanish,cards
1882,spas & beauty services,spas,computer
1883,speakers,speaker,estate
1886,special & restricted diets,specialty,online
1884,special education,special,summer
1885,special occasions,special,online
1887,specialty travel,spiritual,body
1888,spirituality,spiritual,safety
1889,spoofs & satire,sport,women
1894,sport scores & statistics,sports,companies
1890,sporting goods,sporting,radio
1891,sports,bet,equipment
1892,sports betting,sports betting,america
1893,sports coaching & training,collectibles,input output
1895,sports games,sports games,service
1896,sports management games,sports,input output
1897,sports memorabilia,sports memorabilia,services
1898,sports news,sports,trade
1899,spreadsheet software,spring,australia
1900,squash & racquetball equipment,squash,city
1901,sri lanka,stainless,code
1902,standardized & admissions tests,starting,maryland
1903,state & local government,stationery,bike
1904,statistics,std,london
1905,stereo systems & components,stereo,input output
1906,steroids & performance-enhancing drugs,st,physical therapy
1908,stock photography,stock photography,kids
1907,stockholm,stockholm,commercial
1909,stocks & bonds,storage,stockholm
1910,strasbourg,strasbourg,schools
1911,strategic planning,strategic planning,download
1912,strategy games,student,martial arts
1913,student loans & college financing,studio,website
1914,study abroad,study abroad,uk
1915,study grants & scholarships,study,tips
1916,stuffed toys,stuff,input output
1917,stunts & dangerous feats,st vincent,packages
1918,subaru,subaru,japan
1919,subcultures & niche interests,search engines,input output
1920,substance abuse,substance,prices
1921,sudan,sudan,york
1922,suits & business attire,suits,input output
1923,sulawesi,brunei,input output
1924,sumatra,summer,records
1925,sunglasses,sun,deals
1926,superhero films,super,event
1927,supply chain management,supply chain,server
1929,surf & swim,surf,input output
1928,surfing,surfing,training
1930,surgery,surgery,input output
1931,suriname,sustainable,international
1932,suvs,suvs,car
1933,suzuki,suzuki,store
1934,swap meets & outdoor markets,swap,input output
1935,sweden,sweden,bank
1936,swimming,swimming,shoes
1937,swimming pools & spas,swim,buy
1938,swimwear,swiss,holiday
1939,switzerland,switzerland,real estate
1940,sydney,sydney,arts
1941,symbian os,symptoms,garden
1942,syria,syria,art
2022,t-shirts,tsunami,cuisine
1943,table games,table,list
1944,table tennis,table tennis,input output
1945,table tennis equipment,table tennis,cost
1946,tablet pcs,tablets,korea
1947,tahiti & bora bora,tahiti,cheap
1948,taichung,taichung,input output
1949,tainan,taiwan,input output
1950,taipei,taipei,south
1951,taiwan,taiwan,center
1952,tajikistan,tajikistan,information
1953,talk radio,talk,download
1954,tallahassee,tallahassee,auto
1955,tamaulipas,tamil,business
1956,tamil nadu,nadu,universities
1957,tampa bay area,tampa,radio
1958,tanzania,tanzania,products
1959,tasmania,taxi,canada
1960,tax preparation & planning,tax,music
1961,tea,teach english,products
1962,teaching & classroom resources,teaching,bermuda
1963,team sports,technical,water
1964,technical reference,technical,input output
1965,technical support,technical,work
1966,technology news,teen,south africa
1967,tel aviv,tel aviv,accommodation
1968,teleconferencing,numbers,input output
1969,telemarketing,telemarketing,delhi
1970,televisions,temperature,chicago
1971,temporary & seasonal jobs,tenders,water
1972,tennessee,tennessee,information
1973,tennis,tennis,tv
1974,tennis equipment,tennis,management
1975,test & measurement,tests,input output
1976,texas,texas,events
1978,text & instant messaging,text,food
1977,textiles & nonwovens,textile,input output
1979,thai cuisine,thai,india
1980,thailand,thailand,cheap flights
1981,thanksgiving,thanksgiving,computer hardware
1982,theme parks,theme parks,action
1983,theology & religious study,things,iceland
1984,"thriller, crime & mystery films",throat,input output
1985,thuringia,thyroid,input output
1986,thyroid conditions,thyroid,food
1987,tianjin,tianjin,estate
1988,tibet,tibet,south korea
1989,tijuana,tijuana,water
1990,tile games,tile,online
1991,time & calendars,timeshare,news
1992,timeshares & vacation properties,tips,italy
1993,toasters & toaster ovens,tobacco,input output
1994,tobacco products,tobago,news
1995,tocantins,friends,input output
1996,tochigi,toddler,articles
1997,tohoku,sendai,input output
1998,tokushima,youth hostel,input output
1999,tokyo,10,small business
2000,tottori,screen,input output
2001,toulouse,tourism,venice
2002,tourist boards & visitor centers,tourist destination,input output
2003,tourist destinations,tours,roller
2004,toyama,toy,house
2005,toyota,toyota,commercial
2006,toys,track field,apparel
2007,track & field,tractor,air
2008,trade fairs & industry shows,traditional,sheet music
2009,traffic & public transit,train,magazine
2010,training & certification,trains,town
2011,translation tools & resources,transmission,women
2012,transportation & logistics,transport,car
2013,travel,travel agencies,san
2014,travel agencies & services,travel,reviews
2015,travel guides & travelogues,traveling,city
2016,travel insurance,travel,tahoe
2017,trentino-alto adige,trinidad,price
2018,trinidad & tobago,trip,seattle
2019,troubled relationships,truck,los
2020,trucks,trucks sale,city
2021,trucks & suvs,trust,movie
2023,tucson,tucson,supplies
2024,tulsa,tulsa,rentals
2025,tunisia,tunisia,places
2026,turin,turin,film
2027,turkey,turkish,shirts
2028,turkmenistan,turkmenistan,public
2029,tuscany,tuscany,el
2046,tv & video,video card,input output
2047,tv & video equipment,types,ball
2030,tv comedies,tv commercial,music
2031,tv commercials,tv commercial,music
2032,tv crime & legal shows,tv,input output
2033,tv documentary & nonfiction,tv drama,input output
2034,tv dramas,episodes,input output
2035,tv family-oriented shows,tv,input output
2036,tv game shows,tv,input output
2037,tv guides & reference,tv live,video
2038,tv medical shows,tv,input output
2039,tv networks & stations,tv,movies
2040,tv reality shows,tv,input output
2041,tv sci-fi & fantasy shows,tv series,network
2042,tv shows & programs,tv shows,input output
2043,tv soap operas,tvs,input output
2044,tv talent & variety shows,talk,input output
2045,tv talk shows,tv,free
2048,uganda,uk,surgery
2049,ukraine,ukraine,maps
2050,ulsan,aircraft,beach
2051,umbria,unclaimed,college
2052,undergarments,unemployment,economy
2053,uniforms & workwear,unions,city
2054,unions & labor movement,unique,events
2055,united arab emirates,united arab,football
2056,united kingdom,university,sale uk
2057,unwanted body & facial hair removal,upcoming,san diego
2058,upper normandy,freezer,input output
2059,upstate south carolina,doors,input output
2060,urals district,urban,beach
2061,urban & hip-hop,urban planning,australia
2062,urban & regional planning,urban,input output
2063,urban transport,urdu,world
2064,uruguay,uruguay,internet
2065,usa,used,engine
2066,utah,utah,map
2067,uttar pradesh,uttar pradesh,capital
2068,uzbekistan,uzbekistan,north
2069,vacation offers,vacation rentals,portugal
2070,vaccines & immunizations,va,input output
2071,valencia,valencia,estate
2072,valencian community,valentine,places
2073,valentine's day,valentines,chicago
2074,valves hoses & fittings,van,input output
2075,vancouver,vancouver,map
2076,vans & minivans,vans,estate
2077,vatican city,vauxhall,attractions
2078,vauxhall-opel,vegan,singapore
2079,vegetarian cuisine,vegetarian,shop
2092,vehicle & traffic safety,vehicle,input output
2080,vehicle brands,vehicle,input output
2081,vehicle codes & driving laws,vehicle finance,uk
2082,vehicle financing,vehicle,input output
2083,vehicle fuels & lubricants,vehicle,input output
2084,vehicle insurance,vehicle insurance,input output
2085,vehicle licensing & registration,vehicle,input output
2086,vehicle maintenance,vehicle,input output
2087,vehicle parts & accessories,vehicle,office
2088,vehicle shopping,vehicle,input output
2089,vehicle shows,vehicle,input output
2090,vehicle simulators,vehicles,input output
2091,"vehicle specs, reviews & comparisons",vehicle,input output
2093,vehicle wheels & tires,cheese,input output
2094,veneto,turismo,input output
2095,venezuela,venezuela,china
2096,venice,venice,medical
2097,venture capital,venture,deals
2098,veracruz,decking,management
2099,vermont,vermont,people
2100,veterans,veterans,play
2101,veterinarians,veterinary,tennis
2102,victoria (au),victoria,input output
2103,victoria (bc),video,prague
2104,video file formats & codecs,video game,art
2105,video game development,video game,input output
2106,video game emulation,video game,news
2107,video game retailers,video games,equipment
2108,video players & recorders,video,education
2109,video sharing,video sharing,football
2110,vienna,vienna,rentals
2111,viet nam,vietnam,best
2112,vietnamese cuisine,villas,pest control
2113,vineyards & wine tourism,vintage,southern
2116,virgin islands,virtual,market
2114,virginia,virginia beach,input output
2115,virginia beach-hampton roads,virginia,loans
2117,virtual worlds,virtual worlds,india
2118,visa & immigration,visas,management
2119,vision care,visiting,application
2120,visual art & design,vitamin,west
2121,vitamins & supplements,vitamin supplements,download
2122,vocals & show tunes,vocational,input output
2123,vocational & continuing education,vocational,job
2124,voice & video chat,voip,equipment
2125,volga district,russia,input output
2126,volkswagen,volkswagen,clothing
2127,volleyball,volleyball,input output
2128,volleyball equipment,volunteer,pacific
2129,volvo,volvo,south africa
2130,vpn & remote access,vpn,safety
2131,wakayama,forest,input output
2132,wales,walking,film
2133,warehousing,warehousing,books
2134,warranties & service contracts,warranty,input output
2135,warsaw,warsaw,services
2136,washington dc,washington dc,job
2137,washington state,washington state,national
2138,waste management,waste management,australia
2139,watches,watch,taiwan
2142,water & marine sciences,waterproof,phone
2140,water activities,water,beach
2141,water filters & purifiers,water,sports
2143,water sports,water sports,input output
2144,water sports equipment,water sports,australia
2145,water supply & treatment,ways,team
2146,weather,weather,cincinnati
2147,web apps & online tools,based,property
2149,web design & development,web design,singapore
2150,web hosting & domain registration,web hosting,store
2151,web portals,web,input output
2152,web series,web service,management
2153,web services,website,midlands
2154,web stats & analytics,wedding,guide
2148,webcams & virtual tours,web design,card
2155,weddings,weekend,apparel
2156,weight loss,weight loss,oil
2157,welfare & unemployment,zurich,input output
2158,wellington,wellington,things
2159,west asia,west,input output
2160,west bengal,west bengal,search
2167,west france,west,hotels
2168,west india,west,sale
2169,west midlands,west midlands,tickets
2170,west palm beach-boca raton,west palm,deals
2171,west virginia,white,labrador
2161,western africa,western,input output
2162,western australia,western,news
2163,western europe,european,input output
2164,western europeans,western europe,input output
2165,western films,western,equipment
2166,western new guinea,western,equipment
2172,wholesalers & liquidators,wifi,report
2173,wildlife,wildlife,policy
2177,wind power,wind,parts
2175,windows & .net,net framework,input output
2174,windows mobile os,windows mobile,input output
2176,windows os,windows server,french
2178,wine,wine,rock
2179,winnipeg,winter,rates
2180,winter sports,winter sports,input output
2181,winter sports equipment,wireless,process
2182,wisconsin,wisconsin,nova
2183,women's clothing,womens,west
2184,women's health,womens health,equipment
2185,women's interests,wooden,party
2186,wood & plastics,word,train
2187,word games,word,services
2188,word processing software,working,portugal
2189,work & labor issues,world,aviation
2190,world localities,world map,new
2191,world music,world music,video
2192,world news,world news,ski
2193,world sports competitions,worldwide,movies
2194,wrestling,wrestling,store
2195,writers resources,writing,uk
2196,writing & editing services,writing,input output
2197,wroclaw,wroclaw,school
2198,wuhan,www,birmingham
2199,wyoming,wyoming,information
2200,xbox,xbox,service
2201,xi'an,xian,input output
2202,xinjiang,xp,eye
2203,yamagata,documentary film,input output
2204,yamaguchi,yamaha,ski
2205,yamanashi,yard,new
2206,yard & patio,yellow,east
2207,yemen,yemen,plans
2208,yoga & pilates,yoga,holidays
2209,yokohama,yokohama,ireland
2210,yorkshire,yorkshire,wales
2211,youth camps,youth,service
2212,youth organizations & resources,yucatan,search
2213,yucat?n,peninsula,input output
2214,yucat?n peninsula,oh,input output
2215,yunnan,yunnan,news
2216,zambia,zambia,packages
2217,zhejiang,zhejiang,east
2218,zimbabwe,zimbabwe,online free
2219,zoos-aquariums-preserves,zoo,city
2220,zurich,zurich,property
